Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,ID  (@25°C) max,Technology,VGS(th),RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,Polarity,Datasheet link,VGS(th) min,VGS(th) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max,QG (typ @10V) max
BSP300,https://www.infineon.com/part/BSP300,,,,,,Automotive,800 V,,SIPMOS™,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsp300-ds-en.pdf,2 V,4 V,,,,
BSL302SN,https://www.infineon.com/part/BSL302SN,,,,,,Automotive,30 V,,OptiMOS™ 2,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsl302sn-ds-en.pdf,1.2 V,2 V,38 mΩ,,,
BSL306N,https://www.infineon.com/part/BSL306N,,,,,,Automotive,30 V,,OptiMOS™ 2,,,,,N,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-bsl306n-ds-en.pdf,1.2 V,2 V,93 mΩ,,,
BSD816SN,https://www.infineon.com/part/BSD816SN,,,,,,Automotive,20 V,,OptiMOS™ 2,,,,,,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-bsd816sn-ds-en.pdf,0.3 V,0.95 V,,,,
BSL214N,https://www.infineon.com/part/BSL214N,,,,,,Automotive,20 V,,OptiMOS™ 2,,,,,N,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-bsl214n-ds-en.pdf,0.7 V,1.2 V,140 mΩ,,,
BSL314PE,https://www.infineon.com/part/BSL314PE,,,,,,Automotive,-30 V,,OptiMOS™ P3,,,,,P,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-bsl314pe-ds-en.pdf,-1 V,-2 V,230 mΩ,,,
BSR606N,https://www.infineon.com/part/BSR606N,,,,,,Automotive,60 V,,SIPMOS™,,,,,N,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-bsr606n-ds-en.pdf,1.3 V,2.3 V,90 mΩ,,,
BSL207N,https://www.infineon.com/part/BSL207N,,,,,,Automotive,20 V,,OptiMOS™ 2,,,,,N,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-bsl207n-ds-en.pdf,0.7 V,1.2 V,70 mΩ,,,
BSL716SN,https://www.infineon.com/part/BSL716SN,,,,,,Non-Automotive,75 V,,OptiMOS™,,,,,N,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-bsl716sn-ds-en.pdf,0.8 V,1.8 V,180 mΩ,,,
BSL303SPE,https://www.infineon.com/part/BSL303SPE,,,,,,Non-Automotive,-30 V,,OptiMOS™ P3,,,,,P,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-bsl303spe-ds-en.pdf,-2 V,-1 V,52 mΩ,,,
BSP612P,https://www.infineon.com/part/BSP612P,,,,,,Automotive,-60 V,,OptiMOS™ P,,,,,P,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-bsp612p-ds-en.pdf,-2 V,-1 V,170 mΩ,,,
IRLL2703,https://www.infineon.com/part/IRLL2703,,,,,,Non-Automotive,30 V,5.5 A,IR MOSFET™,1.7 V,45 mΩ,,,N,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-irll2703-datasheet-en.pdf,1 V,2.4 V,70 mΩ,9.3 nC,,
BSD340N,https://www.infineon.com/part/BSD340N,,,,,,Automotive,30 V,,OptiMOS™ 2,,,,,N,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-bsd340n-ds-en.pdf,1.2 V,2 V,600 mΩ,,,
BSP179,https://www.infineon.com/part/BSP179,,,,,,Automotive,400 V,,SIPMOS™,,,,,N,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-bsp179-ds-en.pdf,-2.1 V,-1 V,,,,
IPP80N08S2L-07,https://www.infineon.com/part/IPP80N08S2L-07,,,,,,Automotive,75 V,80 A,OptiMOS™,,7.1 mΩ,,1.81 ,N,,1.2 V,2 V,,,,183 nC
SPB80N06S-08,https://www.infineon.com/part/SPB80N06S-08,,,,,,Automotive,55 V,80 A,SIPMOS™,,8 mΩ,,1.94 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-spp-b-i80n06s-ds-en.pdf,2.1 V,4 V,,,,19 nC
IPD30N03S2L-10,https://www.infineon.com/part/IPD30N03S2L-10,,,,,,Automotive,30 V,30 A,OptiMOS™,,10 mΩ,,0.81 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd30n03s2l-10-ds-en.pdf,1.2 V,2 V,,,,31 nC
IPP120N04S3-02,https://www.infineon.com/part/IPP120N04S3-02,,,,,,Automotive,40 V,120 A,OptiMOS™-T,3 V,2 mΩ,160 nC,2.4 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i120n04s3-02-ds-en.pdf,2.1 V,4 V,,,,210 nC
IPP80N04S4-03,https://www.infineon.com/part/IPP80N04S4-03,,,,,,Automotive,40 V,80 A,OptiMOS™-T2,,3.7 mΩ,,0.9 ,N,,2 V,4 V,,,,51 nC
IPI80N06S2-08,https://www.infineon.com/part/IPI80N06S2-08,,,,,,Automotive,55 V,80 A,OptiMOS™,,8 mΩ,,1.29 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i80n06s2-08-ds-en.pdf,2.1 V,4 V,,,,72 nC
IPB100N08S2-07,https://www.infineon.com/part/IPB100N08S2-07,,,,,,Automotive,75 V,100 A,OptiMOS™,,6.8 mΩ,,1.71 ,N,,2.1 V,4 V,,,,144 nC
IPP17N25S3-100,https://www.infineon.com/part/IPP17N25S3-100,,,,,,Automotive,250 V,17 A,OptiMOS™-T,,100 mΩ,,1.07 ,N,,2 V,4 V,,,,14 nC
IPB100N06S2-05,https://www.infineon.com/part/IPB100N06S2-05,,,,,,Automotive,55 V,100 A,OptiMOS™,,4.7 mΩ,,1.62 ,N,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-ipb100n06s2-05-datasheet-en.pdf,2.1 V,4 V,,,,130 nC
IPP80N08S2-07,https://www.infineon.com/part/IPP80N08S2-07,,,,,,Automotive,75 V,80 A,OptiMOS™,,7.4 mΩ,,1.93 ,N,,2.1 V,4 V,,,,144 nC
IPI50N10S3L-16,https://www.infineon.com/part/IPI50N10S3L-16,,,,,,Automotive,100 V,50 A,OptiMOS™-T,1.7 V,15.4 mΩ,49 nC,0.98 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i50n10s3l-16-datasheet-en.pdf,1.2 V,2.4 V,,,,64 nC
IPB45P03P4L-11,https://www.infineon.com/part/IPB45P03P4L-11,,,,,,Automotive,-30 V,-45 A,OptiMOS™-P2,,10.8 mΩ,,0.77 ,P,https://www.infineon.com/assets/row/public/documents/10/49/infineon-i45p03p4l-11-ds-en.pdf,-1 V,-2 V,,,,42 nC
IPG20N06S4-15A,https://www.infineon.com/part/IPG20N06S4-15A,,,,,,Automotive,60 V,20 A,OptiMOS™-T2,,15.5 mΩ,,0.45 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n06s4-15a-ds-en.pdf,2 V,4 V,,,,22 nC
AUIRF1404Z,https://www.infineon.com/part/AUIRF1404Z,,,,,,Automotive,40 V,160 A,Gen 10.2,,3.7 mΩ,,3.42 ,N,https://www.infineon.com/assets/row/public/documents/non-assigned/49/auirf1404z.pdf,2 V,4 V,,,,100 nC
AUIRF1405,https://www.infineon.com/part/AUIRF1405,,,,,,Automotive,55 V,75 A,Gen 7,,5.3 mΩ,,,N,https://www.infineon.com/assets/row/public/documents/10/49/auirf1405.pdf,2 V,4 V,,,,170 nC
AUIRF1405ZS-7P,https://www.infineon.com/part/AUIRF1405ZS-7P,,,,,,Automotive,55 V,120 A,Gen 10.2,,4.9 mΩ,,1.68 ,N,https://www.infineon.com/assets/row/public/documents/10/49/auirf1405zs-7p.pdf,2 V,4 V,,,,150 nC
AUIRF3805S-7P,https://www.infineon.com/part/AUIRF3805S-7P,,,,,,Automotive,55 V,160 A,Gen 10.2,,2.6 mΩ,,2.66 ,N,https://www.infineon.com/assets/row/public/documents/non-assigned/49/infineon-auirf3805s-7p-ds-en.pdf,2 V,4 V,,,,130 nC
AUIRF7207Q,https://www.infineon.com/part/AUIRF7207Q,,,,,,Automotive,-20 V,-5.4 A,Gen 5,,60 mΩ,,,P,https://www.infineon.com/assets/row/public/documents/10/49/auirf7207q.pdf,-0.7 V,-1.6 V,,,,15 nC
